dataset,window_id,seed,policy,loss,rmse,missed_vio,max_age,jain_payload
keti,15,50515,VoI-greedy,0.03077929420106112,0.4125332233352207,0.2615062761506276,239.0,0.22474867698845188
keti,15,50515,Whittle-heuristic,0.05562058987480853,0.3610975619433463,0.7217573221757322,239.0,0.27506982567658667
keti,16,50532,AoII+debt,0.012218207668087925,0.15410587849413349,0.17782426778242677,239.0,0.7696173538129878
keti,16,50532,AoII-greedy,0.021732992882582812,0.15623712387029737,0.33472803347280333,239.0,0.7460458434010312
keti,16,50532,CAW-VoU,0.0030482292236130495,0.1837407204094592,0.010460251046025104,13.0,0.9671689806975946
keti,16,50532,MaxWeight-AoI,0.01857347062355944,0.15559418864317506,0.28242677824267787,13.0,0.9947061384414442
keti,16,50532,MaxWeight-VoU,0.062048624866492715,0.45239678347143225,0.7217573221757322,239.0,0.286507498620655
keti,16,50532,VoI+debt,0.02604498528552929,0.3452132823854966,0.2719665271966527,239.0,0.24875234072203103
keti,16,50532,VoI-greedy,0.031425516050484444,0.43338586908983634,0.2510460251046025,239.0,0.22381959954547231
keti,16,50532,Whittle-heuristic,0.04359821351693926,0.3862088173551815,0.502092050209205,239.0,0.2768764693051549
keti,17,50549,AoII+debt,0.016737458576907303,0.1530676990779274,0.2510460251046025,239.0,0.751542661666995
keti,17,50549,AoII-greedy,0.014350154916597272,0.15612126874597773,0.20920502092050208,239.0,0.7460458434010312
keti,17,50549,CAW-VoU,0.003917934004651508,0.1695893480570428,0.03138075313807531,13.0,0.9670871074240233
keti,17,50549,MaxWeight-AoI,0.01700606998305591,0.14254624252695075,0.2615062761506276,11.0,0.9918562250390681
keti,17,50549,MaxWeight-VoU,0.028668421162569496,0.39017985275037714,0.2615062761506276,239.0,0.269833246728707
keti,17,50549,VoI+debt,0.020366121193994335,0.35726127830007465,0.16736401673640167,239.0,0.25325766476756295
keti,17,50549,VoI-greedy,0.03186033495384376,0.4289666316795834,0.2615062761506276,239.0,0.23116084255680777
keti,17,50549,Whittle-heuristic,0.06290946868269494,0.3618889898562013,0.8368200836820083,239.0,0.2799431497953882
keti,18,50566,AoII+debt,0.030663788731094505,0.1499506817076249,0.4811715481171548,239.0,0.7750474898236086
keti,18,50566,AoII-greedy,0.02681010225788533,0.1472767383014449,0.41841004184100417,239.0,0.7574222634754353
keti,18,50566,CAW-VoU,0.005531711710111149,0.1663383020875554,0.05230125523012552,22.0,0.959130215766937
keti,18,50566,MaxWeight-AoI,0.005210143371500259,0.1389819739010003,0.06276150627615062,20.0,0.9934086956521728
keti,18,50566,MaxWeight-VoU,0.027771166835783297,0.38142611828528483,0.2615062761506276,239.0,0.26480459876686285
keti,18,50566,VoI+debt,0.01871646940372248,0.29837831928868097,0.20920502092050208,239.0,0.25483950121573085
keti,18,50566,VoI-greedy,0.036701062746337186,0.410457690218388,0.36610878661087864,239.0,0.23112810552723148
keti,18,50566,Whittle-heuristic,0.04575464505190056,0.3558595862793517,0.5334728033472803,239.0,0.2777988522517264
keti,19,50583,AoII+debt,0.016144022108900324,0.11595650666586743,0.2510460251046025,239.0,0.7965000348602099
keti,19,50583,AoII-greedy,0.015441112461856643,0.11072509349219195,0.2405857740585774,239.0,0.83437043529068
keti,19,50583,CAW-VoU,0.0050944397483242455,0.16039146819156427,0.04184100418410042,36.0,0.8640950003781854
keti,19,50583,MaxWeight-AoI,0.014957220786528804,0.1189167785940775,0.23012552301255232,22.0,0.992545612510859
keti,19,50583,MaxWeight-VoU,0.01809071486364805,0.22882111517505618,0.23012552301255232,239.0,0.28927884128431064
keti,19,50583,VoI+debt,0.007643157900446613,0.27473586985334786,0.04184100418410042,239.0,0.2540178769955974
keti,19,50583,VoI-greedy,0.02129793859713734,0.3977761867173596,0.08368200836820083,239.0,0.2281190095846645
keti,19,50583,Whittle-heuristic,0.025158132374132485,0.37035713832387385,0.09414225941422594,239.0,0.26795984425575825
keti,20,50600,AoII+debt,0.031103210131717997,0.16904793863588857,0.4811715481171548,239.0,0.7470703635888041
keti,20,50600,AoII-greedy,0.027125449357242065,0.16356396032450154,0.41841004184100417,239.0,0.7450241293856783
keti,20,50600,CAW-VoU,0.005049490971984605,0.15829892060883521,0.05230125523012552,27.0,0.8812929105916831
keti,20,50600,MaxWeight-AoI,0.01643348775589985,0.1346575597278303,0.2510460251046025,17.0,0.9955729847494542
keti,20,50600,MaxWeight-VoU,0.0586570825014685,0.2691923639542186,0.8995815899581591,214.0,0.3027641586939813
keti,20,50600,VoI+debt,0.1472358990508958,0.33049983930398985,2.3326359832635983,239.0,0.26313946792583204
keti,20,50600,VoI-greedy,0.15319997478973674,0.44114359428511635,2.311715481171548,239.0,0.23621776978268505
keti,20,50600,Whittle-heuristic,0.1402006345620961,0.38678663314068357,2.1234309623430963,239.0,0.26349755512501144
keti,21,50617,AoII+debt,0.04855561587922267,0.19605141374360097,0.7635983263598326,239.0,0.7898914471409798
keti,21,50617,AoII-greedy,0.04736946968965462,0.21150607237258537,0.7322175732217573,239.0,0.7853303086547048
keti,21,50617,CAW-VoU,0.0062541637544429336,0.20110494968134657,0.04184100418410042,47.0,0.8731427697951688
keti,21,50617,MaxWeight-AoI,0.040409538086627936,0.14536155575810422,0.6485355648535565,16.0,0.9909098794344685
