policy,channel,seed,start,horizon,b_probe,b_payload,metadata_noise,metadata_loss,rmse_mean,loss_mean,missed_violation_pct,metadata_seen_frac_mean,debt_changed_decision_pct,payload_success_pct,payload_fairness_jain,probe_fairness_jain,max_age,avg_age,max_payload_debt,window_id,variant
ablation_corr_nodebt,severe_burst,50634,24163,240,4,4,0.0,0.0,0.024599478969529184,3.333845188284546e-06,0.0,0.1333333333333333,96.23430962343096,66.73640167364016,0.8297797388825328,0.35151655012730854,19.0,7.933333333333334,0.11136680613668061,22,+corr -debt
ablation_debt_nocorr,severe_burst,50634,24163,240,4,4,0.0,0.0,0.024403992407643113,3.305278940027893e-06,0.0,0.1333333333333333,95.81589958158996,66.73640167364016,0.9926534158792212,0.9998862194214684,22.0,7.066666666666666,0.10404463040446305,22,+debt -corr
ablation_full,severe_burst,50651,25363,240,4,4,0.0,0.0,0.17828708856568512,0.00687646054358438,0.11157601115760112,0.1333333333333333,98.74476987447699,68.6192468619247,0.9873131103621111,0.9998862194214684,36.0,9.366666666666667,0.10718270571827057,23,Full (corr+debt)
ablation_vou_only,severe_burst,50651,25363,240,4,4,0.0,0.0,0.23246525173692634,0.010403948065550906,0.16736401673640167,0.1333333333333333,96.65271966527196,68.6192468619247,0.8322278679269329,0.2814119617696324,124.0,12.733333333333333,0.11032078103207811,23,VoU-only (R=I)
ablation_corr_nodebt,severe_burst,50651,25363,240,4,4,0.0,0.0,0.20784391892712373,0.011129553030334728,0.18131101813110181,0.1333333333333333,95.81589958158996,68.6192468619247,0.8356062684001675,0.2875966065000125,74.0,12.133333333333333,0.11136680613668061,23,+corr -debt
ablation_debt_nocorr,severe_burst,50651,25363,240,4,4,0.0,0.0,0.17764179135276104,0.006873468929567643,0.11157601115760112,0.1333333333333333,99.581589958159,68.6192468619247,0.9885305124710656,0.9998862194214684,36.0,9.666666666666666,0.10613668061366806,23,+debt -corr
ablation_full,severe_burst,50668,26663,240,4,4,0.0,0.0,0.09922208294587884,6.358197629009772e-05,0.0,0.1333333333333333,83.68200836820084,72.90794979079497,0.9947927551375816,0.9998862194214684,7.0,3.3666666666666667,0.10404463040446305,24,Full (corr+debt)
ablation_vou_only,severe_burst,50668,26663,240,4,4,0.0,0.0,0.15048960424835414,0.0005166864797768486,0.0,0.1333333333333333,86.19246861924687,72.90794979079497,0.9580041928721164,0.18389350331594873,237.0,11.7,0.1312412831241283,24,VoU-only (R=I)
ablation_corr_nodebt,severe_burst,50668,26663,240,4,4,0.0,0.0,0.15048960424835414,0.0005166864797768486,0.0,0.1333333333333333,86.19246861924687,72.90794979079497,0.9580041928721164,0.18389350331594873,237.0,11.7,0.1312412831241283,24,+corr -debt
ablation_debt_nocorr,severe_burst,50668,26663,240,4,4,0.0,0.0,0.09922208294587884,6.358197629009772e-05,0.0,0.1333333333333333,83.68200836820084,72.90794979079497,0.9947927551375816,0.9998862194214684,7.0,3.3666666666666667,0.10404463040446305,24,+debt -corr
